user_id,user_name,review_text,helpful_votes,funny_votes,recommendation,date_posted
76561198322530490,kiddo,it's not worth the money,5,0,-1,"June 28, 2021"
76561198096041025,Wulf,778$ for all dlc... on sale,6,0,-1,February 8
CasAngel221B,CasAngel221B,"It'd be nice if content filtering ACTUALLY worked in the gallery, it doesn't matter what you do, the only ""filtering"" that actually works is whether you're looking for a ""Lot"" or ""Household"". What's the point of selecting only owned packs if its going to show me every pack anyways and be just as vast if I hadn't tried filtering at all? This is the only game I've ever seen where the filtering is still broken and useless even years after initial release. There might as well not be an option at all",5,0,-1,"September 22, 2021"
76561198280963868,周白白,"Celebrate lunar year why use Koreans stuff only which is also originated in China, i'm very confused of EA's sloppy work and not respecting the SPRING FESTIVAL culture at all ,its cultural appropriation,its also racial discrimination. change all social media's picture & copywriting about  'Lunar new year' ASAP because it has caused public outrange among Chinese gamers if EA still want Chinese market.",10,2,-1,"February 1, 2022"
Alyraa,Kuromi,"Mixed review. It's a great game but charging £373 (sale price) for all the DLC content is stupid. There should be a subscription service in place for this (E.G - paying a small fee monthly to receive ALL the content like ESO does.) I would've hoped they would implement steam achievements and took advantage of the steam workshop but this is EA, they don't care. Apart from that the game is very fun, base game content should keep new players entertained for 40+ hours. The best part of this game is trespassing into your neighbours house, stalking them then woohoo'ing a family.",35,12,1,"June 19, 2020"
76561198856508185,Yori,"what i felt playing this game: yearning to go back to any of my sims 3 files for a free game its alright, but i dont want to encourage ea to replicate this downfall of a beloved franchise onto another game !!",9,0,-1,April 6
76561198171456386,404_coffee.exe,game is incomplete without mods and I am not buying all of that.,4,0,-1,"April 21, 2021"
76561198800016993,linkie,"dont waste your money, games not fun without at least 2 expansions. but it can be entertaining if you install porn mods!!!!!",6,6,-1,"November 19, 2023"
canyoupissonthedog,can you piss on the dog?,"yes, you can use testingCheatsEnabled and moveObjects to change locations of the toilet and the dog O (\_. - . ./\......',૮ • ᴥ • ა",4,0,1,"April 2, 2023"
klogd,Ongo Gablogian,Why did I buy this? What the f*** is wrong with me?,9,3,-1,"January 5, 2021"
76561198855187123,NayZar175AU,"This game is AMAZING. HIGHLY RECOMMENDED!!! If you want to play with life without ruining yours, this is the way to go! You can get promoted or fired in your job (depending on how well you do), date, get married (or eloped), have children, adopt, go on vacations and more! There are so many trophies you can earn! You should definitely play this game.",24,7,1,"October 13, 2023"
xXTHC420,Boomi,"Product refunded It makes you use Origin to play the game, I couldn't get the game to run because I own the game legit on Origin. Steam blessed me with a refund. Only buy this game on sale, don't give EA full money for a game that came out 2014 and has like $1k in DLCS, better yet torrent it.",7,5,-1,"September 13, 2020"
bogosheepoo,Sheep,"I don't know what to feel about this game. Sims games have always been a part of my childhood. Right now, the only motivation I have why I still play this game is for it to be a better game someday. However, the past 9 years have proven to me that it's just wishful thinking. Pros: Build mode, CAS Cons: Everything else",10,0,-1,January 3
76561198963268613,Krill,"Most packs and kits are literally useless and too expensive to justify. Plus stop adding stuff that replaces other things. EX: Husband = Partner now. lol you should add the option to use either one. now my gay couple are ""spouse and spouse"" instead of ""Husband and Husband"" Why? because of pandering. Honestly has its good sides but when you look at how useless and expensive the add on's are, on top of the pandering AND game breaking bugs after EVERY update that comes out. So sad.",8,0,-1,July 29
76561198047267153,SorrySoup,"As much I remember playing the first one, the 4th was a massive improvement and I'm sad I discovered it in 2021! Altough I had a blast playing the hours I did and had plan for even more, I don't see interest in recomending it since most of it's content is paywalled behind numerous and way overexpensive DLCs. Yeah... they're around 50$ EACH! A DLC! AND THERE'S AROUND 20 OF THEM! WHAAAAT THEEEE FFF-!!! There's just so much inconsistency on tutorials online due to the fact some of these have DLCs, some have a few of them, some don't have same ones than previous channel... So every guide end up biased on their DLC and expect people to have all of them, which is infuriatingly confusing. Announced by Origin, The Sims 5 is coming soon (with multiplayer!), I don't want to toss 500$+ to have a ""full game"" that is gonna get rehauled anyway within a year or two.",4,0,-1,"November 30, 2021"
evwake,Eric Wake,"Every bit as bad as they say. Only took me an hour to come to the conclusion that Sims 4 is an EA standard joke. That's an all time record for me. Character creation was already making me cringe. By the time I got past the insultingly limited customization options and horrendous interface, I was gazing upon the neighborhood map. I almost vomited. Previous sims games prided themselves on their big detailed neighborhood maps with tons of lots you can place any building on. Everything constructed and placed from the ground up if you want to. You could even ad purely visual flairs to your neighborhood like additional streets, tree coverage, radio towers, hot air balloons, beachheads and lighthouses. Sims 4 ""neighborhood"" is one screen with twelve lots illustrated with basic shapes. Literally the only option is to choose a lot. So once my Sims are on their vacant lot I find that there are no pre built houses apparently? The interface is so gobsmackingly terrible I couldn't figure out if there are. So apparently houses are assembled from a selection of prebuilt furnished rooms now. You just cobble them together to make your house. I don't @#$%ing believe it! This is what The Sims architectural simulation has been reduced to? Smashing prefab rooms together? Oh sure, you can add outlines for walls and stuff but, by God, is this interface terrible and aggressively limited in functionality. For some reason my dining room didn't care to put an entry to my kitchen. When I spent 10 minutes trying to figure out where the front flipping @#$% they hid the doors and windows I finally quit. Knowing that the Sims 4 and all of its numerous insanely overpriced expansions are all stripped down from previous entries I honestly don't care enough to fuss with this absolute joke of a Sims game for any longer than an hour. That's all of the time I'm giving to the clowns at EA. I picked up Sims 3 alongside 4 through EA's subscription thing so I could try Sims 4 on a lark just to see for myself what a pathetic joke it is. As soon as I started up Sims 3 I was immediately inundated with more options and greater functionality than the Sims 2 offered. To load Sims 4 and be met with less than a tenth of what any of its predecessors offer in terms of content and functionality is just ludacris. Stay classy EA. The Sims themselves also look stupid af. The Sims used to have an endearing visual style to them. Now they look like something out of a creature show. People. The Sims, Sims 2, and Sims 3 all exist. Nobody has any business giving Sims 4 the time of day.",5,0,-1,"December 29, 2020"
SleepingYellowCreature,SleepingYellowCreature,Game is nothing without DLCs,6,0,-1,"June 7, 2023"
Du_st,Bliko,"Sooooo, wheres the refund? Imagine buying (or download for free now) a sims game and buying dlcs for it legally lmfaoo",9,0,-1,"October 19, 2022"
zvhel,ZvHeL,"Listen, I love this game and wanted to have it for years but it is not because it's a great game, it's just the only one out there. THE MOMENT someone comes along who can make a competing life sim/builder, I will be ditching this one forever. It is full of weird bugs like Sims idling forever instead of doing the next thing in their action queue, with plates getting stuck on Sims' hands causing them to be unable to do anything. I am also sick of EA's greed, a single expansion costs as much as the game itself. It's outrageous. Oh, and save your ""Buy It On Sale""s because; No, it better be a joke. Edit: It's free now so felt like I needed to add some stuff to my review, EA sucks and DLCs are expensive for nothing, literally, they are just things which should have been in base game for free, but you know.. Besides CC is better than the official ones. That's exactly why it still gets a thumbs down from me, GGs.",14,0,-1,"February 26, 2022"
MLGRubberDucky,Mr. Rubber Ducky,"The only connection I have with The Sims is that I only played 2 and 3 long time ago, quite liked them for what they were. Now that 4 is free I can enjoy it to some extend again. My only problem is that to really enjoy the game you need to sail the seas or shell out a lot of money which wouldn't be an issue mind you if this game didn't have morbillion DLCs. The quantity of DLCs easily makes this very expensive as you could afford a 4K TV instead. It's unrealistic to spend so much on a videogame so I personally did the first one. Won't say how because you're supposed to keep good stuff secret aye? Try it, it's free after all and pretty fun for what it is.",7,0,1,"December 14, 2022"
76561197965261073,Kid Christ,"Love this series, probably always will since the 1st one. Unfortunately, they feel as though we should pay for everything they've created before again and again and again.  Mortimer Goth and family have been in there since the 1st one and every time I try out a new Sims game, there they are.  So I'm guessing Pets is exactly the same stuff as 3 and 2, just updated graphics.  I like the additional skill leveling you can do in this one, so you can eat/drink coffee and watch TV at the same time or drink a glass of water and read at the same time, etc... They have definitely improved some of the mechanics on this go around but paying almost $600 for all the content you've probably already bought for 3 and 2 and maybe even the original just isn't worth it to me, even @ 30% off.  I'll just have to wait until they do one of those 75% off sales and get a couple more packs and hope that gets me by until the next one. One of the reasons I loved this series was because of the value but EA seized on that love we all have for it and charge you over and over and over again for the same stuff.  They don't really even change the names from year to year anymore. Such a shame Maxis went with EA.",7,0,-1,"June 28, 2020"
OliverForrest,Forrest,Pretty boring without the DLCs and add ons that cost 10x more than the game itself. You have more fun making your sims then actually playing the game.,11,0,-1,"October 11, 2021"
76561199151436715,SashaVestePrada,"Even though I prefer Bioware's relationships sims, it's fun.",17,8,1,"February 15, 2023"
76561199068700018,Sem,It stopped me from crying.,17,32,1,"June 23, 2020"
redtouya,Theli,"The game idea is great. Everything around it is not, and after 2 hours fighting the launcher, every day, the last few days, I'm not going to waste my time writing more. Edit: One month later, after I got Sims 4 to work, I can't launch the game AGAIN. Can't start from Steam, can't start the EA app, can't recover the EA app - no, restarting the computer does nothing obviously, lol - and I don't remember what I did to get Sims 4 to work again, sooo... maybe I just give up. I'm glad I experienced these problems before I went down the DLC rabbit hole.",5,0,-1,June 14
76561198967307668,ItsPerry,"I'd only recommend this if you have $750 dollars to spare on Sims 4, if you wanna enjoy it to it's fullest, good luck with that.",5,0,-1,"August 23, 2020"
somereve,somereve,"dlc prices are total scam, get ♥♥♥♥♥♥ sims lol",8,2,-1,"October 18, 2022"
76561199081447677,Zamuel,The ♥♥♥♥♥♥♥ DLCs are way to expensive,12,0,-1,"May 10, 2022"
stealthy-dabzz,StealthyDabz,pretty addicting for free I like free,4,0,1,"October 20, 2022"
76561199093825587,Soaply,"EA, do I have to say more?",5,0,-1,"December 28, 2020"
76561198986311411,Gie_No,"i have buy it, how to be free to play right now, refund back the money",6,3,1,"October 20, 2022"
sociopathfella,Fellandes theSociopath,"Made a creep, then kept calling the same girl over and over, got married with her. Kicked out the neighbor from their home. Had 2 kids. Got rich due to ponzi schemes that I've conducted over my wife. Died because I couldn't figure out how to get out from the pool. Now we can talk about the game.",6,13,1,"January 11, 2021"
TobyZoro,Toby Z.,"It's a good game to play while you're trying to get Sims 3 Not such a good game after getting Sims 3 But seriously, don't play it long term. $1,000 USD of dlc is not worth it. Especially when other games in the series are still cheaper even with dlc or are free to get after becoming abandonware.",4,0,-1,"June 27, 2023"
76561199095261138,IndependentSpoon,Got a cat here. Friends passing by can touch her and click Like to pet her once. ＿＿ ／＞　　フ | 　　 l ／` ミ＿xノ /　　　 　 | /　 ヽ　　 ﾉ │　　|　|　| ／￣|　　 |　|　| | (￣ヽ＿ヽ)__) 二つ,7,2,1,"July 25, 2023"
76561198397750237,Viertekind,"Unless you want to pay about a thousand dollars for DLC, I don't recommend! Even if you only want to buy the stuff you will use, I still don't recommend! It is high time we stop awarding companies like this for milking us just because they made a few new assets on a game from 2014. If all they will respond to is money and not critique, then so be it.",6,0,-1,April 24
batistaa65,The Meatiest Meat,why are some of the DLC the same price as the game? i like the game but come on man.,5,0,-1,"January 27, 2022"
volonte,k.sprout,I find The Sims therapeutic when you're buried in ongoing projects and need a dose of instant gratification here and there.,5,0,1,"August 7, 2022"
Shysteen,Spoon,ITS FREE NOW??????????,4,0,1,"October 19, 2022"
76561198041707650,Hazi,The more dlc you aquire the more broken your game becomes. The more money you spend the less you will play the game. Poor developers must hate to see their game in this state because publisher strongarm them into money vacuum content delivery. RIP contemporary game landscape stymied by predatory greedy publishers.,5,0,-1,"December 24, 2020"
76561198191742779,Sped Wed,"Man, I love the Sims, I grew up playing it - starting with Sims 2 then transitioning to 3 and here I am playing 4 now. The series have provided me with countless hours of fun, but unfortunately, I have to say that this is the worst game that the franchise has to offer, not only is the gameplay very limiting without the Packs, but most of Packs are very buggy, overpriced and provide minimal content. Compare Sims 4 Packs with Sims 3 Packs for example. Sims 3's Packs offered much more content at a fairer price and you didn't even need them, the experience was complete by the base game alone. Also, in my opinion, the Sims 3's Packs are plain better not only in terms of content quantity, but quality too. The only good things that I can say about the Sims 4 is that in terms of building/character creation and graphics it's much superior than its predecessor, it even has multi-tasking, but that doesn't mean anything when the Packs are this minimalist, overpriced and buggy. If you really want to buy it I recommend you do at anything above 50% discount.",8,0,-1,"August 9, 2022"
76561198330712732,Amijero,"Roses are red, violets are blue, I spent all my money for this, and you should not, too. I've edited this review, to inform you to, never purchase this game, or it'll get it's revenge on you. All of these pointless packs, that came to attack, forcing you to buy them, so that the developers could dismiss, the fact that most of this, should already be inside of this darkening abyss. Like the weather pack, like many other mandetory packs, that should've been inside of the base game, how come it was not already inside of that? Simple answer = Because they're greedy for money.",4,0,-1,April 3
76561198168563540,gneba,"Don't bother, unplayable without DLCs (there's no weather nor seasons without DLC), DLCs are overpriced and buggy, bugs and glitches never get fixed. Do I have to mention the newest game pack that was simply insulting to the community?",6,0,-1,"February 28, 2022"
-milly-,millyyy,"I have been playing this game for a very long time! This game has been my childhood forever now and playing it recently has really brought back memories from my childhood. I really do hope this game never stops being played as personally i want the future generations continue the tradition of playing this game for nights on end. I use to create my own little families with people i know, because I was kinda weird like that lmao.",4,0,1,"August 23, 2021"
Liberteen90,Liberteen,"Nice game, what can I say? I've played the very first Sims back in 2000 and I have never missed a game in the series, even on handheld versions (GBA, DS, PSP...) But the thing is, if you really want to get the most out of The Sims, you're going to need the expansion packs... Knowing this, EA sells the expansions for rip-off prices. The game is good. The same thing cannot be said for the business practice that EA is following. Keep this in mind when you're eyeing the expansion packs, if you really like the game then go for it.",4,0,1,"October 19, 2022"
xerocaresinxeworld,⛧aura⛧,"if you like paying extortionate amounts of money (around $1,300+) for DLC (of which most could've been base game components (and even WAS apparently, then taken out and RESOLD) ) then enjoy (side note making your game free does not excuse this) tl;dr recommended cause you can find other much better methods to play all this (legally of course)",4,0,1,"August 28, 2023"
76561198195915193,shercareinc.,"So fun!!! I always loved sims! I love building houses , building relationships for my sims, etc., Great game to play to relax.",10,0,1,"August 18, 2021"
DaveyofRivia,King Daveth,"""That'll be 600 bucks"" - EA Edit: I ♥♥♥♥♥♥♥ stand corrected, that'll be 1000 bucks",12,0,-1,"October 19, 2022"
Implyingvidyaisntautistic,Blyatman,game bad,6,0,-1,"December 12, 2020"
flymegpie,flymegpie,"Please, please, please we’re asking you as respectfully as possible: before releasing another pack, fix the broken mess that is your game.",5,0,-1,"August 6, 2022"
chilledax,ChilledAx,"Overall a somewhat decent game, but the price tag and the abundance of useless DLC really drags this game down.",5,0,-1,"December 26, 2021"
76561198207091485,saku,"This game will work for a month and then break. Developers are useless, lazy, talent-less garbage.",9,3,-1,January 20
lockschmoto,Lockschmoto,"The Sims 4 has become a huge cash grab. DLCs are overly priced, even when they're on sale. The DLCs have mixed reviews for a reason - they don't usually bring anything worth the money spent. I'm giving this a bad review because I have to have Origin installed. The whole point in me not buying this off Origin is to just use Steam. That's how it was on the other Sims titles.",7,0,-1,"January 5, 2022"
76561198449851163,KullatString,"Base game is free now. Get that if you want. Making characters is fun, but it can get boring with just vanilla sims... If you want all the DLC... it's 1204,27€. Every major expansion pack? 40€. EACH. That is outrageous, call me a cheapskate idc",7,0,-1,"November 5, 2023"
76561198077504437,Clubs Deuce,"listen I enjoy The Sims this review is less about the game and more about its relationship EA Origins and steam. if you already own the game on Origin do not re-buy it on Steam to try to get the sales it's not worth it it's difficult and headache especially if you have DLCs on origin already, eventually I did get mine to work with the DLCs I purchased off of steam but it was not a fun time and involved re-downloading all of my previous packs  perhaps if you are more computer savvy than i you will have an easier time but I wouldn't recommend doing it.",6,0,-1,"September 5, 2020"
76561198072511290,Rakanosh,"This gets boring very fast without the over-expensive DLCs! On top of that it seems pretty buggy. I just played around 11 hours until now and I encountered bug where I can't fit the height level of foundations to align with each other, can't place things beside certain walls, some of my sims never lose the go to bed activity from their queue... Over all I am not surprised. EA is just after our money again...",7,0,-1,"February 20, 2021"
76561199207758886,codie_ralph,This is the greediest company I know. I wish they would take all the money they made from everybody into a big stack and shove it right up there a$$,7,3,-1,November 2
76561198850510262,mqrbidity,i canr woohoo with the grim reaper,6,8,-1,"December 27, 2022"
76561198379276721,hayad,After buying this game I realized that my gf and I going to die together alone and our only friends will be our sims.,7,3,1,"February 2, 2022"
76561198330808598,HuniBadGer,"$1,154.29 worth of dlc? Are we joking? Paradox games don't even have that much.",7,0,-1,"September 9, 2023"
76561198191331983,Skull Knight,i need to sell one of my kidney if i want to buy the overpriced DLCs,5,0,-1,"October 19, 2022"
nextvictor,VVVVVVV,"Playing a Gacha is probably cheaper by this point. If you want to waste more than 1000 dollars in a single-player game that simulates a life you can actually live in real life, maybe going to a casino and spending these 1000 dollars on Blackjack trying to learn to count cards would be something ethically and morally more correct. And when a game with no gambling mechanics gets fairly compared to gambling itself, you know something is definitely wrong.",11,0,-1,"October 19, 2022"
romanticoutlaw,Outlaw,"worth a downvote for origin drm alone it's the sims 4, and it's free now. Obviously, if you like the sims, you're going to at least have a passing enjoyment of this one, and there's no risk of throwing your money away. Of course, the $1000 worth of dlc is physically painful (if you have too much honor to screw ea out of a little of their too-much money in return for carving up the game so much that the base game alone barely has any content just to sell it back... yo ho ho, eh?). But the modding scene is where you can really get your enjoyment's worth. Do yourself a favor and get as many dumb and wacky and memey and violent mods as you can cram into this bad boy, that's how you can make the base game worth playing if you don't feel like coughing up dough.",7,0,-1,"October 19, 2022"
76561198030697745,TheHun,"First time I played I was redirected from Steam to Origin and everything worked fine. Second time I tried to get in game nothing worked. I asked for a refund but because my playtime exceeded the maximum allowed for the game I was denied. If you are going to get this game DON'T BUY IT FROM STEAM!!! Just go to Origin and get it, its usually cheaper there anyway. I got my Digital edition for $6.",5,0,-1,"August 10, 2020"
76561198054193881,Goresh,"I have all the SIMS games from 1 to now 4. I paid $5.99 for the game on sale, it is not worth that much. It is riddled with bugs that results in SIMS getting stuck, whether it is being trapped forever in the bathroom at the Goth residence, being unable to go to bed whilst standing next to the bed or pay bills while standing beside the letter box, it is really unplayable. Given how long this game has been out, this is really inexcusable.",6,0,-1,"January 5, 2021"
JustaPlant,PlantCA,"Jumping on the dislike wagon because I want to see this game burn. Used to be expensive so they took people's money and just made it free, but not before removing 90% of the game and shoving it behind a literal $1000 paywall. I don't really care since I got this game on sale nearly completely free but it's an EA game so that explains how scummy, greedy and exploitative they are. For people fans of sims games, just stick to the third game. All you basically get in this version now is walls and humans. TLDR; EA Scummy, $1000 paywall, Sims 4 is awful.",16,3,-1,"October 19, 2022"
HannaPeach85,HannaPeach85,Not nearly as good as sims 3. Not a good game.,5,0,-1,"November 29, 2020"
76561198319502390,Sunshine ☼,Buggy and overpriced dlc simulator.,9,0,-1,"November 23, 2023"
76561198066821810,Delsin,"Over 90% of the contents of this game are locked behind a paywall. (Not joking, look at the DLC)",8,0,-1,"September 20, 2020"
76561199111637016,Shedow,I wasted too much Money on this game!!!,5,0,-1,September 30
76561198335986944,Corico_Demonochi,the best customization,9,0,1,"June 24, 2020"
76561199186580809,miukinnie,My husband cheated on me with our Asian neighbour,6,9,-1,"November 26, 2022"
zenitppp,Mt Nomad,"I had some bright memories from the first title of the series. The game shows improvements in all directions, yet it feels like outdated. The time passes too quick to actually manage it properly. This depends by the fact that most common actions - like cooking, using the restroom, jogging, and so on, take forever if compared to real. Also, the AI aggressively sets too many things for you, so, on the other hand, feels like playing with autopilot. This is not my cup of tea anymore.",7,0,-1,"January 29, 2022"
76561198142221459,purplehobbles,"I sort of like the sims, but only with mods. If it weren't for mods this pile of garbage would be where it needs to be out of business. The sims themselves are robotic, and repeatedly do useless things like talk to plants, drink water, dance, mop outside puddles, and make a bee line for computers and T.V.s. It is a blast to watch as an idiot sims bladder is about to burst and they run to drink another glass of water. What I hate is that Origin client. Origin is like some kind of sick punishment unleashed on everyone who chooses to like an EA game. I can't believe this game is on Steam and we still have to go through  Origin. I try to play Sims 4 and have to wait for Origin to ""UPDATE""!! I thought Sims 4 being placed on Steam would free me from that Origin nightmare, WRONG!!! Here is an update, the new EA APP, Steam combo Mess, makes me pine for ORIGIN!! You are forced to update the EA app and forced to stay online with the EA app and the Steam APP!! IN A FINAL TAUNT, after not helping me at all, EA had the audacity to send me two emails today stating, ""Hello, We wanted to check and see how things were going after we provided you more information about your recent request. We’re happy to help if you still need us. You can review and update this issue from the My Cases page. If the issue has since been resolved, you won’t have to do anything further. We listen, and we're committed to making sure you always have a personal and positive connection to our games, our people and our community. We very much appreciate you as our customer, and assisting you today was our pleasure. or get help from the player community on Answer HQ. Regards, EA Customer Experience"". I am still locked out, and they didn't respond to any of my requests for help. I am serious about this, EA offers no way of getting help!! I have repeatedly asked to update my email for the Ea app, as I lost the old email years ago, and who ever is on the other side isn't a real person. The EA app keeps trying to send a code to the old email, so I am locked out. I got several of there pretend responses, I quickly filled out the information they requested to change my email, but when I sent the email, I got a message saying it couldn't be sent because that mailbox is no longer monitored. EA IS A SCAM COMPANY!! Oh, the EA HELP PAGE ON FACEBOOK, ALSO FAKE!! BUY AT your own Risk. ONE LAST THING, STEAM is of no help with any of it because it is a third party game. I don't know how they are getting away with this.",6,0,-1,"August 7, 2020"
76561199147682199,.Caelin.,IF I WASN'T ALREADY SUCKED INTO THIS GAME I'D NEVER GIVE EA ANOTHER THOUGHT OR PENNY  MY GOSH THEY ARE A SUCKY COMPANY but in fairness it is a good game I just hate EA especially following the switch from Origin to the EA application IF YOU CAN JUST PIRATE THE DLC DO NOT GIVE YOUR MONEY TO EA!,5,0,-1,"December 29, 2023"
76561198011889632,842wolves,"It's pretty fun and I guess it's worthwhile now that it's free. However, the game is still extremely buggy and will crash frequently or softlock you. The DLC is so extensive that you would be looking at over a thousand dollars to buy everything and no kind of thing like a ""starter pack"" or other combo deals exists. All the DLC comes with ""mixed"" or worse reviews save a small number which should say a lot about their quality. The game struggles to mix all of the DLC often which is to be expected after a decade of tacking on more features every few months, but now it is very much showing the wear and tear of this kind of development style.",4,0,-1,August 13
76561199071361167,PixelatedThanos,"Bought this few months ago and now they are making it free without giving any discount voucher or free pack to old users, fk you EA, hope you go bankrupt, never going to buy another EA sht ever again.",13,3,-1,"October 19, 2022"
76561199231231366,NordstromIce,Exactly what I wanted in a Simulator game!,3,0,1,"January 2, 2022"
Harchoma,harchom23,it use idiotic Origin.,4,0,-1,"April 9, 2021"
OverloadPrinciple,frogman91,Paid for a game. It turned F2P. DLC's should be free for people who paid.,12,0,-1,"October 20, 2022"
76561199135554458,Mr Mantle,i wasted my money on this then it went free 😡,3,0,-1,May 3
76561199130234565,Friendly Racist,"Nobody will read my review, so i'll just say i'm gay",20,20,-1,"May 29, 2023"
76561198008586832,MorbidLynx,"game is a trip down nostalgia lane, but their prices for dlc are exortionist. and let's be honest the game isn't THAT good. absolutely amazes me how EA destroys EVERYTHING they touch.",13,0,-1,"May 4, 2023"
76561198064645931,lildu605,"Although I bought this for 88% off I am very much underwhelmed. First the good. The building mechanics are pretty good, best I've seen in the Sims. Now the bad. The only added feature to game play from the Sims 3 is that sims can have moods (inspired, sad, flirty, etc.) and that can influence interactions and sim status (the color of the gem over their head). The customized style options for clothing, furniture and floors from the Sims 3 have been downgraded to pre-made options and no ability to actually make a custom color outfit (if you want a jacket in red but the jacket does not have red in it's pre-made swatches you're not getting it in red).  Sims' traits have been ""simplified"" to fit the new mood aspect of the game. Things to do in the game world are limited (there is a gym, a museum, a bar, and a park in every ""world""). Interactions with other sims is weird, my characters apparently don't like to look at the person their talking to and my sim will just decide they don't want to do what I tell them to do. Overall, get the Sims 3, the expansion packs offer more content and exploring the neighborhood can actually be fun.",4,0,-1,"December 29, 2020"
76561198416584674,是花飘飘北风萧萧,horrible game. 0 stars. worst game. greedy game. dont play the game.,5,0,-1,"October 23, 2023"
ratikiru,Kleiner,"My sims lead chaotic, hellish lives and i love it. Had 5 kids go outside to play on a slip and slide during a blizzard. Every single one of them died, despite my attempts to bring them indoors. I cannot stop laughing at the stupidity. it's been a month. Send help.",4,0,1,"July 31, 2022"
dylanalduin,Low Priority God,"Pure garbage. A severe downgrade from Sims 3, and it's even more parted out into the dozens of DLC. EA is still the worst game company around. I would not recommend giving them any more money. $4 is still overpriced.",4,0,-1,"April 9, 2021"
izetrocket,StopNLean,"It's ""Free to Play"" but it's not free and it's trash.",7,0,-1,"October 20, 2022"
midnightcakepowder,Dio,F2P update bringing 28K people. DAMN! SHOULDN'T HAVE PAID FOR BASE IN 2020 LMAOOO,4,5,1,"July 14, 2020"
76561198309183689,Seawolf1981,"Games fun, should not have a $50 paywall for rain",10,0,-1,"August 27, 2022"
76561198928743986,xray,Simply just wouldn't recommend because of the many MANY DLC. You'd have to buy DLC or download mods to not lose interest in this game unless you're a 10-year-old enjoying life or a YouTuber who gains something from playing sims.,7,0,-1,"July 3, 2020"
ZoldyckNinetyNine,AlexGaming,"Çocukluğumdan beri oynuyorum, hayatımdaki yeri başkadır. Bambaşka bir dünyasın Sims , iyi ki varsın. Eşim vefat etti ve ben kahyam ile yattım, biraz duygusalım.",12,46,1,"March 11, 2021"
76561198377614714,PuddingDonut,Pros: - Create any sort of character - Even better customisation with mods - Customise houses and create perfect home for your character’s family - Great for role playing your characters - Choose the chaotic or peaceful route Cons: - Paywalls - This game will suck your money away if you buy all the DLCs - The base game alone is basic - The mods are keeping the game alive - Easy to feel like something is missing - It’s EA - Don’t become a slave to this game - Please wait for a better game to release,12,0,-1,March 24
76561198094446401,monkeysarah12,"Sims 4 is an amazing game that you can literally play hour after hour and not get bored. Of course I wish they would include some of the features from both sims 2 and 3 like cars, burglars, etc. But I will always love playing the sims.",5,0,1,"January 2, 2023"
76561197994098997,Shmowder,$1000 ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,6,0,-1,"December 15, 2022"
76561198086952531,vivi,"Absolutely hate this game. Had to sign up with this stupid Origin thing just to play the game, have to mod it out the wazoo to have any /real/ fun-- it's that or buying the expensive 'add-on packs' which add CRAZY NEW FEATURES like... Weather, that should have been part of the base game but EA is a bunch of moneygrabbing, penny-pinching losers. Please, for the love of god, DON'T buy this game.",5,0,-1,"May 16, 2022"
vecksy,veepers,♥♥♥♥ you guys. DLC's included must run in the thousands of dollars. The greed is insane. Maybe try shipping a complete ♥♥♥♥♥♥♥ GAME,10,0,-1,"November 2, 2023"
76561198963775333,hhhhhhhhhhhhhhhhh,if my game crashes one more ♥♥♥♥♥♥♥ time,6,0,-1,"December 15, 2022"
76561198194685718,Garbo,trash game that is only a reason to shove overpriced DLC down your throat.,5,0,-1,"October 20, 2022"
76561198977330096,CptFries,There is no excuse for any game having multiple DLCs with as much gameplay as the horse armor DLC in oblivion and costing as much as the game itself. Typical ♥♥♥♥♥♥♥ EA style bro.,6,0,-1,"May 27, 2022"
VincintDana,Fox,Forced to use Origin.,8,0,-1,"November 15, 2022"
dragonotm,Gamez 'N' Muzic,"Origin is the problem, just dont.",5,0,-1,"June 29, 2020"
officialOLKE,OLKE,"Glad they made it free, wouldn't surprise me if this game takes the cake for most pirated since greedy EA decides to price this game and then sell expansions pack upwards of close to £1000 like come on bro, no game is worth DLC of that amount of money. The game is good but sorry it's EA so it's a no from me 8/10",4,0,-1,"December 22, 2023"
